AR_coef,season,LIFE_FORM,geometry,elevation,elev_units,long,lat
0.0293397992934874,fall,HARDWOOD,-123.038421630859|38.7005996704101,140.82,meters,-123.038421630859,38.7005996704101
-0.0381500037279435,fall,HARDWOOD,-123.03662109375|38.6451339721679,167.12,meters,-123.03662109375,38.6451339721679
0.228584288307617,fall,HARDWOOD,-123.036010742188|38.6266403198242,297.13,meters,-123.036010742188,38.6266403198242
0.227119132903583,fall,HARDWOOD,-123.035400390625|38.608154296875,478.2,meters,-123.035400390625,38.608154296875
0.163997234040932,fall,HARDWOOD,-123.034805297852|38.5896682739258,232.16,meters,-123.034805297852,38.5896682739258
0.362916277171786,fall,HARDWOOD,-123.032409667969|38.5157279968261,163.54,meters,-123.032409667969,38.5157279968261
0.421633838611184,fall,HARDWOOD,-123.031799316406|38.4972419738769,227.35,meters,-123.031799316406,38.4972419738769
0.27063553253791,fall,HARDWOOD,-123.028213500977|38.3863716125488,62.19,meters,-123.028213500977,38.3863716125488
0.00847757629370354,fall,HARDWOOD,-123.027618408203|38.3678932189942,136.08,meters,-123.027618408203,38.3678932189942
-0.184207428231556,fall,HARDWOOD,-123.018920898438|38.8305168151856,139.46,meters,-123.018920898438,38.8305168151856
0.054166726314056,fall,HARDWOOD,-123.015930175781|38.7380447387695,314.45,meters,-123.015930175781,38.7380447387695
0.0743669749462239,fall,HARDWOOD,-123.014739990234|38.7010612487793,255.91,meters,-123.014739990234,38.7010612487793
-0.207181816394328,fall,HARDWOOD,-123.014129638672|38.6825828552246,290.22,meters,-123.014129638672,38.6825828552246
-0.205827194115968,fall,HARDWOOD,-123.013534545898|38.6640930175781,301.1,meters,-123.013534545898,38.6640930175781
0.123292818383563,fall,HARDWOOD,-123.012939453125|38.6455993652344,117.48,meters,-123.012939453125,38.6455993652344
0.417357803320585,fall,HARDWOOD,-123.012344360352|38.6271095275879,311.87,meters,-123.012344360352,38.6271095275879
0.23599855647186,fall,HARDWOOD,-123.009979248047|38.5531692504883,294.94,meters,-123.009979248047,38.5531692504883
-0.298385310747386,fall,HARDWOOD,-122.995758056641|38.8494720458984,609.89,meters,-122.995758056641,38.8494720458984
-0.258708068493931,fall,HARDWOOD,-122.995178222656|38.8309745788574,211.87,meters,-122.995178222656,38.8309745788574
-0.034940252370487,fall,HARDWOOD,-122.992797851563|38.7570037841797,119.34,meters,-122.992797851563,38.7570037841797
0.0951999859883846,fall,HARDWOOD,-122.992218017578|38.7385177612304,202.78,meters,-122.992218017578,38.7385177612304
0.215619315719327,fall,HARDWOOD,-122.989273071289|38.6460609436035,319.87,meters,-122.989273071289,38.6460609436035
0.496234538878038,fall,HARDWOOD,-122.988677978516|38.6275672912598,241.16,meters,-122.988677978516,38.6275672912598
-0.162775907692062,fall,HARDWOOD,-122.970260620117|38.7944450378418,402.13,meters,-122.970260620117,38.7944450378418
-0.210630211267636,fall,HARDWOOD,-122.969665527344|38.7759513854981,141.2,meters,-122.969665527344,38.7759513854981
-0.117366459839945,fall,HARDWOOD,-122.968505859375|38.7389755249023,184.7,meters,-122.968505859375,38.7389755249023
-0.21532836183347,fall,HARDWOOD,-122.967926025391|38.720474243164,118.28,meters,-122.967926025391,38.720474243164
0.136105428367039,fall,HARDWOOD,-122.966186523438|38.6650085449219,145.11,meters,-122.966186523438,38.6650085449219
0.159955119096998,fall,HARDWOOD,-122.965606689453|38.64652633667,183.06,meters,-122.965606689453,38.64652633667
0.207935379817334,fall,HARDWOOD,-122.965026855469|38.6280250549317,248.41,meters,-122.965026855469,38.6280250549317
0.155205122078629,fall,HARDWOOD,-122.963851928711|38.5910530090332,220.62,meters,-122.963851928711,38.5910530090332
0.151077467856183,fall,HARDWOOD,-122.963272094727|38.5725708007813,215.71,meters,-122.963272094727,38.5725708007813
0.186849612117838,fall,HARDWOOD,-122.962692260742|38.5540809631348,202.55,meters,-122.962692260742,38.5540809631348
0.268533235052068,fall,HARDWOOD,-122.959228515625|38.4431915283203,211,meters,-122.959228515625,38.4431915283203
0.341004259614831,fall,HARDWOOD,-122.956909179688|38.3692741394043,106.8,meters,-122.956909179688,38.3692741394043
0.261895776515784,fall,HARDWOOD,-122.948272705078|38.8503837585449,781.45,meters,-122.948272705078,38.8503837585449
-0.0228188871692152,fall,HARDWOOD,-122.947113037109|38.8133888244629,299.6,meters,-122.947113037109,38.8133888244629
-0.107673602542403,fall,HARDWOOD,-122.946533203125|38.7948989868164,559.59,meters,-122.946533203125,38.7948989868164
0.202429430748696,fall,HARDWOOD,-122.941345214844|38.6284828186035,311.99,meters,-122.941345214844,38.6284828186035
0.211992077232246,fall,HARDWOOD,-122.940780639648|38.609992980957,215.96,meters,-122.940780639648,38.609992980957
0.0524705673115621,fall,HARDWOOD,-122.940200805664|38.5915031433106,223.12,meters,-122.940200805664,38.5915031433106
-0.288478345124363,fall,HARDWOOD,-122.9384765625|38.5360527038574,389.27,meters,-122.9384765625,38.5360527038574
0.173463946139793,fall,HARDWOOD,-122.923950195313|38.8323440551757,378.49,meters,-122.923950195313,38.8323440551757
-0.0836742461343892,fall,HARDWOOD,-122.923370361328|38.8138465881347,222.78,meters,-122.923370361328,38.8138465881347
-0.130913297272558,fall,HARDWOOD,-122.922241210938|38.7768478393555,438.38,meters,-122.922241210938,38.7768478393555
0.0334671166075088,fall,HARDWOOD,-122.921661376953|38.7583618164063,263.42,meters,-122.921661376953,38.7583618164063
0.147176771190101,fall,HARDWOOD,-122.921081542969|38.7398719787598,136.28,meters,-122.921081542969,38.7398719787598
0.258560387400961,fall,HARDWOOD,-122.919952392578|38.702880859375,117.26,meters,-122.919952392578,38.702880859375
0.0437212619979703,fall,HARDWOOD,-122.914291381836|38.5180168151855,244.86,meters,-122.914291381836,38.5180168151855
-0.0160952336136235,fall,HARDWOOD,-122.899627685547|38.8142929077149,640.07,meters,-122.899627685547,38.8142929077149
0.0511589952250833,fall,HARDWOOD,-122.89794921875|38.7588043212891,402.74,meters,-122.89794921875,38.7588043212891
0.158708525927304,fall,HARDWOOD,-122.897384643555|38.7403144836426,185.83,meters,-122.897384643555,38.7403144836426
0.279236120478244,fall,HARDWOOD,-122.895690917969|38.6848373413086,168.6,meters,-122.895690917969,38.6848373413086
0.405844785880971,fall,HARDWOOD,-122.895141601563|38.6663475036621,209.82,meters,-122.895141601563,38.6663475036621
0.0628731616776423,fall,HARDWOOD,-122.892333984375|38.5739059448242,112.73,meters,-122.892333984375,38.5739059448242
0.0213817893619849,fall,HARDWOOD,-122.875900268555|38.8147163391113,578.82,meters,-122.875900268555,38.8147163391113
0.267547383554146,fall,HARDWOOD,-122.874237060547|38.7592353820801,386.51,meters,-122.874237060547,38.7592353820801
0.207379388191637,fall,HARDWOOD,-122.867584228516|38.5373649597168,25.35,meters,-122.867584228516,38.5373649597168
0.0798594570032417,fall,HARDWOOD,-122.865936279297|38.4819183349609,107.83,meters,-122.865936279297,38.4819183349609
0.00928635354533128,fall,HARDWOOD,-122.85270690918|38.8336448669434,605.44,meters,-122.85270690918,38.8336448669434
-0.17350503871893,fall,HARDWOOD,-122.852157592773|38.8151512145996,434.82,meters,-122.852157592773,38.8151512145996
-0.083918291030959,fall,HARDWOOD,-122.85107421875|38.7781677246093,816.01,meters,-122.85107421875,38.7781677246093
0.098926202498604,fall,HARDWOOD,-122.849975585938|38.7411766052246,592.88,meters,-122.849975585938,38.7411766052246
0.18930613412914,fall,HARDWOOD,-122.843963623047|38.5377922058105,58.82,meters,-122.843963623047,38.5377922058105
0.0511015357073456,fall,HARDWOOD,-122.841781616211|38.4638710021973,55.1,meters,-122.841781616211,38.4638710021973
-0.0321829076419025,fall,HARDWOOD,-122.839080810547|38.371467590332,72.96,meters,-122.839080810547,38.371467590332
0.00692286238840907,fall,HARDWOOD,-122.828964233398|38.8340759277344,593.25,meters,-122.828964233398,38.8340759277344
-0.254598836789057,fall,HARDWOOD,-122.827880859375|38.7970809936523,606.28,meters,-122.827880859375,38.7970809936523
0.133465727610736,fall,HARDWOOD,-122.826797485352|38.7600860595703,597.42,meters,-122.826797485352,38.7600860595703
-0.0882480547452805,fall,HARDWOOD,-122.826263427734|38.7416000366211,746.38,meters,-122.826263427734,38.7416000366211
0.347423093840922,fall,HARDWOOD,-122.822479248047|38.6121635437011,167.77,meters,-122.822479248047,38.6121635437011
0.280702727964289,fall,HARDWOOD,-122.821929931641|38.5936813354492,130.46,meters,-122.821929931641,38.5936813354492
-0.190776761099125,fall,HARDWOOD,-122.8046875|38.8159942626953,940.99,meters,-122.8046875,38.8159942626953
-0.238184746702815,fall,HARDWOOD,-122.804153442383|38.7974967956543,513.7,meters,-122.804153442383,38.7974967956543
-0.0995278049279166,fall,HARDWOOD,-122.802017211914|38.7235336303711,256.18,meters,-122.802017211914,38.7235336303711
-0.165330089132348,fall,HARDWOOD,-122.80094909668|38.6865425109863,214.67,meters,-122.80094909668,38.6865425109863
0.15819960451022,fall,HARDWOOD,-122.798278808594|38.5940971374512,201.86,meters,-122.798278808594,38.5940971374512
0.330660024722753,fall,HARDWOOD,-122.797760009766|38.5756149291992,68.28,meters,-122.797760009766,38.5756149291992
-0.317400268237084,fall,HARDWOOD,-122.780426025391|38.7979125976563,722.32,meters,-122.780426025391,38.7979125976563
0.336917462467353,fall,HARDWOOD,-122.7783203125|38.7239456176757,474.18,meters,-122.7783203125,38.7239456176757
0.0649368173965262,fall,HARDWOOD,-122.776733398438|38.6684684753418,363.48,meters,-122.776733398438,38.6684684753418
0.130097717584472,fall,HARDWOOD,-122.774108886719|38.5760269165039,111.07,meters,-122.774108886719,38.5760269165039
0.236350601336545,fall,HARDWOOD,-122.773590087891|38.5575370788574,99.25,meters,-122.773590087891,38.5575370788574
0.315154962814973,fall,HARDWOOD,-122.767852783203|38.354232788086,32.72,meters,-122.767852783203,38.354232788086
0.12573724749373,fall,HARDWOOD,-122.753051757813|38.6688690185547,232.96,meters,-122.753051757813,38.6688690185547
0.449300568069103,fall,HARDWOOD,-122.752532958984|38.6503829956054,179.25,meters,-122.752532958984,38.6503829956054
0.213535162618231,fall,HARDWOOD,-122.7509765625|38.5949249267578,91.58,meters,-122.7509765625,38.5949249267578
0.258892953241079,fall,HARDWOOD,-122.750457763672|38.5764312744141,176.87,meters,-122.750457763672,38.5764312744141
0.461419420571367,fall,HARDWOOD,-122.749938964844|38.5579452514649,167.53,meters,-122.749938964844,38.5579452514649
-0.363680995552575,fall,HARDWOOD,-122.749420166016|38.5394592285157,112.21,meters,-122.749420166016,38.5394592285157
0.0237556293559665,fall,HARDWOOD,-122.748901367188|38.5209732055664,118.94,meters,-122.748901367188,38.5209732055664
0.220666181363498,fall,HARDWOOD,-122.729888916016|38.6877632141114,213.67,meters,-122.729888916016,38.6877632141114
0.57369886702457,fall,HARDWOOD,-122.72834777832|38.6322975158692,189.32,meters,-122.72834777832,38.6322975158692
0.44124195712539,fall,HARDWOOD,-122.727844238281|38.6138038635254,108.01,meters,-122.727844238281,38.6138038635254
0.228453643715036,fall,HARDWOOD,-122.727325439453|38.5953178405762,239.8,meters,-122.727325439453,38.5953178405762
0.420216445516106,fall,HARDWOOD,-122.726303100586|38.5583381652832,164.1,meters,-122.726303100586,38.5583381652832
0.108980748917965,fall,HARDWOOD,-122.72477722168|38.5028800964355,129.85,meters,-122.72477722168,38.5028800964355
-0.061327992522587,fall,HARDWOOD,-122.724273681641|38.4844017028808,117.94,meters,-122.724273681641,38.4844017028808
0.0954019382360792,fall,HARDWOOD,-122.70719909668|38.7251472473144,886.88,meters,-122.70719909668,38.7251472473144
0.35321104047151,fall,HARDWOOD,-122.705688476563|38.6696739196777,307.28,meters,-122.705688476563,38.6696739196777
0.448637551327507,fall,HARDWOOD,-122.704162597656|38.6141967773437,204.71,meters,-122.704162597656,38.6141967773437
0.44370948171186,fall,HARDWOOD,-122.703674316406|38.5957145690918,233.88,meters,-122.703674316406,38.5957145690918
0.00818736331360894,fall,HARDWOOD,-122.702667236328|38.5587387084962,208.11,meters,-122.702667236328,38.5587387084962
-0.29123220879105,fall,HARDWOOD,-122.702163696289|38.5402526855469,321.51,meters,-122.702163696289,38.5402526855469
0.0081473402213849,fall,HARDWOOD,-122.70166015625|38.5217666625977,262.69,meters,-122.70166015625,38.5217666625977
0.178844414057077,fall,HARDWOOD,-122.701156616211|38.5032844543457,161.06,meters,-122.701156616211,38.5032844543457
0.286365841260445,fall,HARDWOOD,-122.700653076172|38.4848022460938,184.66,meters,-122.700653076172,38.4848022460938
0.252971800860912,fall,HARDWOOD,-122.699645996094|38.4478302001954,57.2,meters,-122.699645996094,38.4478302001954
-0.139216250376839,fall,HARDWOOD,-122.693161010742|38.2076263427734,104.61,meters,-122.693161010742,38.2076263427734
-0.0597526685985911,fall,HARDWOOD,-122.681503295898|38.6515693664551,213.96,meters,-122.681503295898,38.6515693664551
0.2339443209691,fall,HARDWOOD,-122.67951965332|38.577621459961,273.93,meters,-122.67951965332,38.577621459961
0.0613197270510085,fall,HARDWOOD,-122.679016113281|38.5591316223145,271.6,meters,-122.679016113281,38.5591316223145
-0.168947772919132,fall,HARDWOOD,-122.678527832031|38.5406379699707,158.5,meters,-122.678527832031,38.5406379699707
0.0708521312482425,fall,HARDWOOD,-122.675567626953|38.4297370910645,76.7,meters,-122.675567626953,38.4297370910645
0.152069295735361,fall,HARDWOOD,-122.675064086914|38.411262512207,253.67,meters,-122.675064086914,38.411262512207
0.0792210822509527,fall,HARDWOOD,-122.674575805664|38.3927764892578,325.05,meters,-122.674575805664,38.3927764892578
0.0391313383834342,fall,HARDWOOD,-122.670135498047|38.2264900207519,58.67,meters,-122.670135498047,38.2264900207519
0.190509511740318,fall,HARDWOOD,-122.658325195313|38.6704521179199,772.5,meters,-122.658325195313,38.6704521179199
0.0881912904190815,fall,HARDWOOD,-122.655868530273|38.5780029296875,213.58,meters,-122.655868530273,38.5780029296875
-0.0174495366776826,fall,HARDWOOD,-122.655380249023|38.5595130920411,370.4,meters,-122.655380249023,38.5595130920411
0.536907475464199,fall,HARDWOOD,-122.654403686523|38.5225448608398,210.29,meters,-122.654403686523,38.5225448608398
0.473320731928703,fall,HARDWOOD,-122.653915405273|38.5040626525879,243.23,meters,-122.653915405273,38.5040626525879
0.00585204302922593,fall,HARDWOOD,-122.652450561523|38.4486122131348,87.57,meters,-122.652450561523,38.4486122131348
-0.0369426810765335,fall,HARDWOOD,-122.650512695313|38.3746833801269,201.23,meters,-122.650512695313,38.3746833801269
-0.190590282931427,fall,HARDWOOD,-122.631744384766|38.5598945617676,304.35,meters,-122.631744384766,38.5598945617676
0.230441551333068,fall,HARDWOOD,-122.628845214844|38.4489860534668,126.53,meters,-122.628845214844,38.4489860534668
0.274034323946431,fall,HARDWOOD,-122.627899169922|38.4120178222656,460.94,meters,-122.627899169922,38.4120178222656
0.0142913938571134,fall,HARDWOOD,-122.626937866211|38.3750648498535,216.77,meters,-122.626937866211,38.3750648498535
-0.0116301704067981,fall,HARDWOOD,-122.607620239258|38.5417823791504,543.3,meters,-122.607620239258,38.5417823791504
0.252853483623745,fall,HARDWOOD,-122.605255126953|38.4493598937989,156.56,meters,-122.605255126953,38.4493598937989
0.0670698835919594,fall,HARDWOOD,-122.604782104492|38.4308776855469,204.35,meters,-122.604782104492,38.4308776855469
0.116413652767735,fall,HARDWOOD,-122.604309082031|38.4123916625977,383.81,meters,-122.604309082031,38.4123916625977
0.014540898263877,fall,HARDWOOD,-122.60383605957|38.393913269043,274.1,meters,-122.60383605957,38.393913269043
-4.58464542014076e-15,fall,HARDWOOD,-122.602416992188|38.3384704589844,393.43,meters,-122.602416992188,38.3384704589844
0.182063740093794,fall,HARDWOOD,-122.601943969727|38.3199996948242,394.45,meters,-122.601943969727,38.3199996948242
0.0573328682598403,fall,HARDWOOD,-122.601013183594|38.2830467224122,80.79,meters,-122.601013183594,38.2830467224122
0.220258518056968,fall,HARDWOOD,-122.582580566406|38.4866943359374,341.83,meters,-122.582580566406,38.4866943359374
-0.0276667644360674,fall,HARDWOOD,-122.580261230469|38.394287109375,194.85,meters,-122.580261230469,38.394287109375
-0.18538822519217,fall,HARDWOOD,-122.579788208008|38.3757972717285,215.12,meters,-122.579788208008,38.3757972717285
-0.134271848889973,fall,HARDWOOD,-122.579315185547|38.3573226928711,555.9,meters,-122.579315185547,38.3573226928711
0.171411180458428,fall,HARDWOOD,-122.559432983398|38.5055465698242,440.69,meters,-122.559432983398,38.5055465698242
0.150988780748283,fall,HARDWOOD,-122.558959960937|38.4870491027832,406.38,meters,-122.558959960937,38.4870491027832
-0.0226453567693575,fall,HARDWOOD,-122.556671142578|38.3946456909179,167.22,meters,-122.556671142578,38.3946456909179
-0.145098036022451,fall,HARDWOOD,-122.556213378906|38.3761672973633,183.93,meters,-122.556213378906,38.3761672973633
0.205140049089473,fall,HARDWOOD,-122.555297851563|38.3392028808594,581.56,meters,-122.555297851563,38.3392028808594
-0.0889228150905698,fall,HARDWOOD,-122.554840087891|38.3207244873046,556.94,meters,-122.554840087891,38.3207244873046
-0.0697135707622213,fall,HARDWOOD,-122.554382324219|38.3022537231445,451.88,meters,-122.554382324219,38.3022537231445
0.00397732858919453,fall,HARDWOOD,-122.553466796875|38.2652969360352,182.23,meters,-122.553466796875,38.2652969360352
